step,train_loss,train_accuracy,jaccard index(JA),dice coefficient(DI),Accuracy(AC),sensitivity(SE),specificity(SP)
0,0.6922367811203003,0.5448875427246094,0.0004995828904647474,0.5448875427246094,0.0005022113906125737,0.0005015139206129906,0.9910733978654335
