step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time
0_1,8.373345375061035,2.071479082107544,2.2818474769592285,0.6420326232910156,0.33409881591796875,1.1018025875091553,6.434858560562134
0_2,0.28672289848327637,2.052553176879883,2.145139694213867,0.9438328742980957,0.27988219261169434,0.8245940208435059,6.260099411010742
0_3,0.2929697036743164,2.117899179458618,2.3819570541381836,0.6584053039550781,0.14551281929016113,0.4736063480377197,5.779658317565918
0_4,0.17184948921203613,1.9471549987792969,2.575577974319458,0.9214541912078857,0.19983172416687012,0.49060797691345215,6.142932653427124
0_5,0.4067544937133789,2.0768041610717773,1.7143027782440186,0.6261551380157471,0.14100146293640137,0.4134659767150879,4.973593473434448
0_6,0.17745161056518555,1.2339091300964355,1.6264457702636719,0.583183765411377,0.13760685920715332,0.44933652877807617,4.033036708831787
0_7,0.2712135314941406,1.2113139629364014,1.6706135272979736,0.4683403968811035,0.14418339729309082,0.6259129047393799,4.124276876449585
0_8,0.1814723014831543,1.2489330768585205,1.5763535499572754,0.5974602699279785,0.14661192893981934,0.43329930305480957,4.0045716762542725
0_9,0.21086597442626953,1.2300095558166504,1.5724060535430908,0.6012046337127686,0.14401602745056152,0.6103839874267578,4.1605000495910645
0_10,0.24152112007141113,1.2249736785888672,1.5437593460083008,0.5221703052520752,0.18851208686828613,0.43850135803222656,3.9231505393981934
0_11,0.19431686401367188,1.25417160987854,1.616628885269165,0.5827832221984863,0.14365196228027344,0.44616079330444336,4.050774574279785
0_12,0.1963062286376953,1.1876378059387207,1.6506681442260742,0.5358843803405762,0.14498400688171387,0.45533108711242676,3.977663040161133
0_13,0.16517424583435059,1.2197010517120361,1.5723752975463867,0.5021278858184814,0.18327856063842773,0.4928708076477051,3.9741902351379395
0_14,0.2303471565246582,1.2064080238342285,1.5663366317749023,0.5397226810455322,0.14080548286437988,0.4250190258026123,3.8808839321136475
0_15,0.1832563877105713,1.2814831733703613,1.491079568862915,0.44837474822998047,0.22121953964233398,0.4126572608947754,3.857867479324341
0_16,0.23776817321777344,1.1182513236999512,1.3968632221221924,0.5184469223022461,0.15832853317260742,0.4216625690460205,3.615006685256958
0_17,0.17036104202270508,1.0573339462280273,1.4766395092010498,0.3916044235229492,0.1227729320526123,0.45587849617004395,3.5062410831451416
0_18,0.2098069190979004,1.0736522674560547,1.417884111404419,0.40119361877441406,0.17186474800109863,0.40315699577331543,3.470411777496338
0_19,0.17133450508117676,1.055950403213501,1.4158594608306885,0.4117858409881592,0.20788240432739258,0.41763734817504883,3.5118367671966553
0_20,0.14755654335021973,1.1353611946105957,1.3849694728851318,0.38939404487609863,0.12488365173339844,0.3867189884185791,3.423224449157715
0_21,0.20460009574890137,1.0832428932189941,1.3993439674377441,0.4431893825531006,0.13671612739562988,0.4070436954498291,3.473003625869751
0_22,0.14925265312194824,1.085719347000122,1.4146463871002197,0.37476396560668945,0.11043930053710938,0.4060404300689697,3.3947396278381348
0_23,0.20810341835021973,1.15236234664917,1.4106030464172363,0.4037439823150635,0.10996484756469727,0.3777427673339844,3.4563441276550293
0_24,0.1491529941558838,0.9844863414764404,1.350149154663086,0.37310004234313965,0.11305737495422363,0.4054849147796631,3.228102684020996
0_25,0.15860295295715332,1.2834341526031494,1.4705193042755127,0.35555124282836914,0.09990882873535156,0.35770106315612793,3.5682785511016846
0_26,0.1318035125732422,0.9716086387634277,1.3506910800933838,0.29421496391296387,0.11210274696350098,0.3421773910522461,3.0725114345550537
0_27,0.13294172286987305,0.9240939617156982,1.226351022720337,0.2852144241333008,0.0982522964477539,0.40406155586242676,2.9400904178619385
0_28,0.14557671546936035,0.927208662033081,1.224276065826416,0.29699206352233887,0.0930473804473877,0.34598469734191895,2.8884944915771484
0_29,0.17431950569152832,1.0150046348571777,1.2107853889465332,0.28956079483032227,0.09386181831359863,0.3480372428894043,2.9586081504821777
0_30,0.13277196884155273,0.8956587314605713,1.2121906280517578,0.30208802223205566,0.09372639656066895,0.3518810272216797,2.856975793838501
0_31,0.13260388374328613,0.8945300579071045,1.2107317447662354,0.2837247848510742,0.11765170097351074,0.40808844566345215,2.9158639907836914
0_32,0.1310281753540039,0.9187095165252686,1.2022039890289307,0.28852319717407227,0.10140061378479004,0.3464505672454834,2.8585970401763916
0_33,0.161163330078125,0.9244599342346191,1.2513539791107178,0.29050731658935547,0.09382081031799316,0.3445136547088623,2.9061594009399414
0_34,0.13132953643798828,0.9211902618408203,1.225757122039795,0.29175615310668945,0.09323501586914062,0.34735727310180664,2.880826950073242
0_35,0.13037967681884766,0.9103317260742188,1.2054550647735596,0.30843567848205566,0.09310173988342285,0.34740710258483887,2.8662662506103516
0_36,0.13048195838928223,0.9221310615539551,1.203385591506958,0.2883906364440918,0.09604239463806152,0.3480567932128906,2.8595290184020996
0_37,0.13225913047790527,0.8994715213775635,1.2319245338439941,0.29123568534851074,0.0997321605682373,0.36133360862731934,2.8858587741851807
0_38,0.1344285011291504,0.9358854293823242,1.2116856575012207,0.2883920669555664,0.0956888198852539,0.35168004035949707,2.8913333415985107
0_39,0.12901782989501953,0.9048182964324951,1.1985564231872559,0.29082298278808594,0.09568095207214355,0.3556668758392334,2.8465964794158936
0_40,0.2137446403503418,0.880683183670044,1.2049648761749268,0.29219579696655273,0.1098184585571289,0.4105095863342285,2.8996338844299316
1_1,0.16392087936401367,1.0307483673095703,1.2141289710998535,0.29204273223876953,0.09548211097717285,0.3513681888580322,2.9845731258392334
1_2,0.17070555686950684,0.9106202125549316,1.2025604248046875,0.29491448402404785,0.09764552116394043,0.3559563159942627,2.8625004291534424
1_3,0.15650367736816406,0.9290580749511719,1.2120282649993896,0.2934103012084961,0.09754514694213867,0.36139774322509766,2.8951683044433594
1_4,0.16705036163330078,0.9358985424041748,1.233083963394165,0.3180062770843506,0.09695744514465332,0.3478062152862549,2.933058977127075
1_5,0.16698503494262695,0.9195904731750488,1.1949944496154785,0.3052482604980469,0.09937047958374023,0.3506045341491699,2.870847225189209
1_6,0.14153194427490234,0.9254224300384521,1.1960983276367188,0.2989199161529541,0.09849715232849121,0.3450448513031006,2.8655145168304443
1_7,0.13216471672058105,0.9110701084136963,1.1924030780792236,0.29606151580810547,0.09931492805480957,0.37383127212524414,2.873521089553833
1_8,0.16757798194885254,0.9098906517028809,1.2020444869995117,0.3016233444213867,0.09943032264709473,0.34882092475891113,2.8626086711883545
1_9,0.18641304969787598,0.9152572154998779,1.2018234729766846,0.29899072647094727,0.0990908145904541,0.35990309715270996,2.876661539077759
