step,train_loss,train_accuracy,test_loss,test_accuracy
0,2.146238088607788,0.23739999532699585,2.0739493370056152,0.2497
1,1.9728549718856812,0.3087399899959564,1.925219178199768,0.3064
2,1.8881181478500366,0.34011998772621155,1.8547078371047974,0.315
3,1.8393652439117432,0.35613998770713806,1.876380443572998,0.3226
4,1.7946789264678955,0.377020001411438,1.7679189443588257,0.3744
5,1.759093999862671,0.3894999921321869,1.6946742534637451,0.4011
6,1.717307448387146,0.4025000035762787,1.8194754123687744,0.3546
7,1.7039470672607422,0.4114600121974945,1.6919676065444946,0.4044
8,1.6290004253387451,0.43474000692367554,1.5929808616638184,0.4307
9,1.6395695209503174,0.4282200038433075,1.6198303699493408,0.4316
10,1.6295583248138428,0.43643999099731445,1.5591282844543457,0.4457
11,1.5885822772979736,0.44999998807907104,1.5274875164031982,0.4594
12,1.559269905090332,0.4583800137042999,1.5662645101547241,0.422
13,1.5398402214050293,0.46511998772621155,1.5709792375564575,0.4373
14,1.5152933597564697,0.47512000799179077,1.5170103311538696,0.4634
15,1.5169929265975952,0.47360000014305115,1.5595263242721558,0.4399
16,1.4777743816375732,0.48844000697135925,1.5037140846252441,0.4496
17,1.4545947313308716,0.49211999773979187,1.4185550212860107,0.4907
18,1.4571855068206787,0.4921000003814697,1.452697515487671,0.483
19,1.4449875354766846,0.49922001361846924,1.442008137702942,0.4886
20,1.4224826097488403,0.5063199996948242,1.5388314723968506,0.4378
21,1.4237138032913208,0.506820023059845,1.4287220239639282,0.491
22,1.393373966217041,0.517579972743988,1.4133659601211548,0.506
23,1.4081816673278809,0.5141400098800659,1.373803973197937,0.5114
24,1.3964130878448486,0.5169000029563904,1.4405982494354248,0.4843
25,1.3715858459472656,0.5242000222206116,1.3385294675827026,0.5211
26,1.3535856008529663,0.5309799909591675,1.3575111627578735,0.5089
27,1.3700512647628784,0.529699981212616,1.4176955223083496,0.4919
28,1.3687840700149536,0.5297799706459045,1.3267817497253418,0.5223
29,1.3357491493225098,0.5385000109672546,1.3667618036270142,0.5083
30,1.3301997184753418,0.5419800281524658,1.31963312625885,0.524
31,1.359234094619751,0.5336599946022034,1.3189620971679688,0.5301
32,1.3080240488052368,0.5505200028419495,1.4612900018692017,0.4722
33,1.3009766340255737,0.552619993686676,1.283849835395813,0.5402
34,1.2715106010437012,0.5635200142860413,1.3177660703659058,0.5353
35,1.2976062297821045,0.5571200251579285,1.3523626327514648,0.5287
36,1.2674421072006226,0.56632000207901,1.2281816005706787,0.5667
37,1.2739286422729492,0.5613399744033813,1.2587171792984009,0.5563
38,1.2720777988433838,0.5637800097465515,1.2882535457611084,0.5445
39,1.257500171661377,0.5688400268554688,1.2902809381484985,0.5402
40,1.2482467889785767,0.5707600116729736,1.2342504262924194,0.5576
