step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time
0_1,7.332461595535278,8.882452487945557,20.826805353164673,3.9666037559509277,9.960855722427368,10.886005401611328,54.59252452850342
0_2,19.483709573745728,64.15591430664062,39.98076796531677,3.129509925842285,3.075674295425415,8.394413709640503,118.82190251350403
0_3,0.8310952186584473,8.986877679824829,14.098042726516724,3.0787460803985596,3.062044858932495,8.121382713317871,37.34819793701172
0_4,0.7673542499542236,8.515672206878662,14.058793544769287,3.206882953643799,3.0291969776153564,7.989169120788574,36.800541162490845
0_5,0.793370246887207,8.075744152069092,13.711197137832642,3.087989091873169,3.017216682434082,7.754786729812622,35.64776420593262
0_6,0.7558290958404541,7.990508317947388,13.717673540115356,3.10729718208313,2.98498797416687,7.8312859535217285,35.63265252113342
0_7,0.7740004062652588,8.091127872467041,13.694075584411621,3.09161114692688,3.0295095443725586,7.9454145431518555,35.85258650779724
0_8,0.7734217643737793,8.291163444519043,13.632268905639648,3.079822540283203,3.024134397506714,8.152622699737549,36.18089580535889
0_9,0.6829264163970947,7.956929922103882,13.63734745979309,3.0948569774627686,2.986609935760498,7.8478357791900635,35.524428367614746
0_10,1.0582125186920166,7.731414318084717,13.783107042312622,3.0944125652313232,2.9995152950286865,7.877323865890503,35.48663139343262
0_11,0.7930302619934082,7.873033761978149,13.637017250061035,3.101606607437134,2.9970662593841553,7.932201623916626,35.54178047180176
0_12,0.7336897850036621,7.798472166061401,13.70200228691101,3.0959434509277344,2.9968175888061523,7.967144727706909,35.561301946640015
0_13,0.5734672546386719,7.613505840301514,13.742607831954956,3.1000607013702393,2.9862890243530273,7.877329587936401,35.3206467628479
0_14,0.6340076923370361,7.387614488601685,13.598113536834717,3.105424165725708,2.974195718765259,7.963299989700317,35.02949857711792
0_15,0.490415096282959,7.394521474838257,13.62805962562561,3.0993025302886963,2.955219268798828,7.730125904083252,34.808093786239624
0_16,0.6119239330291748,7.585269212722778,13.674068212509155,3.0973315238952637,2.9905545711517334,7.891035318374634,35.239094734191895
0_17,0.5955960750579834,7.68248438835144,13.562965631484985,3.0957565307617188,2.948718786239624,7.8379669189453125,35.128716230392456
0_18,0.5061757564544678,7.587486028671265,13.59330677986145,3.112734794616699,2.9817631244659424,7.88724160194397,35.16340923309326
0_19,0.5941100120544434,7.113002061843872,13.605352878570557,3.0984206199645996,2.960465908050537,7.765212059020996,34.54329442977905
0_20,0.6381289958953857,7.288710355758667,13.54055666923523,3.1001999378204346,2.9641194343566895,7.879435062408447,34.77387762069702
0_21,0.6380743980407715,7.301329612731934,13.601525068283081,3.0951974391937256,2.9703028202056885,7.902748346328735,34.87194800376892
0_22,0.5521364212036133,7.349271059036255,13.558101177215576,3.110461473464966,2.9735662937164307,7.846479177474976,34.838998794555664
0_23,0.5951216220855713,7.425570249557495,13.539458513259888,3.0966343879699707,2.9784603118896484,7.850284099578857,34.89130163192749
0_24,0.5379643440246582,7.487484455108643,13.562326908111572,3.100492238998413,2.98626446723938,8.099999904632568,35.23742747306824
