step,train_time,quantize_time,aggregate_time,dequantize_time,elasp_time
0_1,0.5790045261383057,2.0734832286834717,0.6895291805267334,1.0034682750701904,3.767008066177368
0_2,0.4374415874481201,2.170877695083618,0.6859703063964844,0.9372975826263428,3.7946860790252686
0_3,0.4581770896911621,2.169522762298584,0.7672319412231445,1.015092134475708,3.9524035453796387
0_4,0.45732593536376953,2.107469320297241,0.8312804698944092,0.9500274658203125,3.8895859718322754
0_5,0.4492058753967285,2.2243103981018066,0.8859684467315674,1.038402795791626,4.149220705032349
0_6,0.4465792179107666,2.3226277828216553,0.8316946029663086,0.9672949314117432,4.122258424758911
0_7,0.43980884552001953,2.2528235912323,0.8768777847290039,0.9921524524688721,4.12262225151062
0_8,0.42905616760253906,2.219940185546875,0.9067885875701904,0.997948169708252,4.125489234924316
0_9,0.4301903247833252,2.132305860519409,0.8225603103637695,0.9819302558898926,3.9373366832733154
0_10,0.4548659324645996,2.0855283737182617,0.8193886280059814,0.967393159866333,3.8728456497192383
0_11,0.44231510162353516,2.055023670196533,0.9456794261932373,0.9752082824707031,3.976834297180176
0_12,0.445192813873291,2.2592546939849854,0.8393278121948242,0.9789767265319824,4.078498601913452
0_13,0.4377713203430176,2.0817437171936035,0.8506057262420654,0.9785768985748291,3.9114840030670166
0_14,0.44423389434814453,2.144015312194824,0.8512992858886719,0.9904496669769287,3.986575126647949
0_15,0.4403245449066162,2.0571277141571045,0.8529484272003174,0.9876585006713867,3.8983309268951416
0_16,0.4446399211883545,2.1025660037994385,0.8573060035705566,0.987701416015625,3.948678493499756
0_17,0.4407052993774414,2.058718204498291,0.8640744686126709,0.9829509258270264,3.907214403152466
0_18,0.4379110336303711,2.071016788482666,0.8660972118377686,0.9866447448730469,3.9243404865264893
0_19,0.4356658458709717,2.0857653617858887,0.8590090274810791,0.9886138439178467,3.9339935779571533
0_20,0.4356546401977539,2.0603749752044678,0.8596649169921875,1.0022470951080322,3.9228265285491943
0_21,0.435161828994751,2.077094316482544,0.8423209190368652,0.9822869300842285,3.9022293090820312
0_22,0.44168519973754883,2.106178045272827,0.8742377758026123,0.9964215755462646,3.9773948192596436
0_23,0.4361090660095215,2.3343758583068848,0.9303903579711914,0.9965636730194092,4.2618629932403564
0_24,0.4415874481201172,2.1046650409698486,0.861142635345459,0.982712984085083,3.9490301609039307
