step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,21.87104058265686,3.154773235321045,4.68844199180603,1.2180893421173096,0.40119028091430664,1.2484123706817627,11.976454734802246
