step,train_loss,train_accuracy,test_loss,test_accuracy
0,2.29215407371521,0.1505800038576126,2.2820253372192383,0.1623
1,2.273059368133545,0.166920006275177,2.260312795639038,0.177
2,2.2487008571624756,0.19154000282287598,2.231403112411499,0.2131
3,2.2171969413757324,0.22405999898910522,2.194798469543457,0.2396
4,2.177873134613037,0.2515600025653839,2.1536951065063477,0.2694
5,2.138084650039673,0.2645600140094757,2.1110873222351074,0.2904
6,2.096160411834717,0.2761799991130829,2.0674524307250977,0.2917
7,2.0538392066955566,0.2904199957847595,2.028385639190674,0.3003
8,2.0202651023864746,0.2918199896812439,1.995649814605713,0.3083
9,1.996514916419983,0.2958199977874756,1.9725258350372314,0.3054
10,1.9752172231674194,0.3017599880695343,1.9540988206863403,0.3213
11,1.9592015743255615,0.3077999949455261,1.9332929849624634,0.3197
12,1.937695860862732,0.31657999753952026,1.916508436203003,0.326
13,1.923362374305725,0.3217400014400482,1.9032126665115356,0.3348
14,1.9080464839935303,0.32850000262260437,1.886842131614685,0.3398
15,1.9031991958618164,0.3312999904155731,1.8735198974609375,0.3457
16,1.8852580785751343,0.33842000365257263,1.8586753606796265,0.3489
17,1.8695275783538818,0.3452799916267395,1.848191738128662,0.3559
18,1.8539825677871704,0.35172000527381897,1.8307689428329468,0.3674
19,1.8463109731674194,0.35694000124931335,1.823852777481079,0.3723
20,1.8462597131729126,0.35495999455451965,1.8032431602478027,0.3727
21,1.8225042819976807,0.3621399998664856,1.7881091833114624,0.3826
22,1.8119008541107178,0.3688400089740753,1.7749607563018799,0.3879
23,1.797795295715332,0.3745200037956238,1.7650538682937622,0.3883
24,1.7795366048812866,0.3815799951553345,1.747714877128601,0.3988
25,1.7623732089996338,0.38826000690460205,1.7365319728851318,0.3969
26,1.7535650730133057,0.39061999320983887,1.7221777439117432,0.4053
27,1.7350094318389893,0.3990800082683563,1.714645266532898,0.4058
28,1.720731496810913,0.40248000621795654,1.6953225135803223,0.4131
29,1.7192529439926147,0.4038600027561188,1.6851246356964111,0.4174
30,1.6950219869613647,0.41242000460624695,1.6764583587646484,0.4179
31,1.7092984914779663,0.40560001134872437,1.671663522720337,0.4112
32,1.6855485439300537,0.412880003452301,1.6567370891571045,0.4237
33,1.6605358123779297,0.42010000348091125,1.6472253799438477,0.4251
