step,train_loss,train_accuracy,jaccard index(JA),dice coefficient(DI),Accuracy(AC),sensitivity(SE),specificity(SP)
51,0.4924837648868561,0.0,0.0,0.7374687194824219,0.0,0.0,1.0
52,0.4902663230895996,0.0,0.0,0.8531036376953125,0.0,0.0,1.0
53,0.4927355945110321,0.0,0.0,0.6076297760009766,0.0,0.0,1.0
54,0.4900189936161041,0.0,0.0,0.8191032409667969,0.0,0.0,1.0
55,0.4857613742351532,0.0,0.0,0.8789749145507812,0.0,0.0,1.0
56,0.48269200325012207,0.0,0.0,0.8801727294921875,0.0,0.0,1.0
57,0.4783380627632141,0.0,0.0,0.8646755218505859,0.0,0.0,1.0
58,0.4752235412597656,0.0,0.0,0.8329486846923828,0.0,0.0,1.0
59,0.47145140171051025,0.0,0.0,0.8665065765380859,0.0,0.0,1.0
60,0.4675421118736267,0.0,0.0,0.8768215179443359,0.0,0.0,1.0
61,0.4677818715572357,0.0,0.0,0.7021121978759766,0.0,0.0,1.0
62,0.47355157136917114,0.0,0.0,0.6242084503173828,0.0,0.0,1.0
63,0.47281283140182495,0.0,0.0,0.7669582366943359,0.0,0.0,1.0
64,0.4734456539154053,0.0,0.0,0.8250102996826172,0.0,0.0,1.0
65,0.4746292233467102,0.0,0.0,0.7148265838623047,0.0,0.0,1.0
66,0.47607627511024475,0.0,0.0,0.7405281066894531,0.0,0.0,1.0
67,0.47632190585136414,0.0,0.0,0.8637123107910156,0.0,0.0,1.0
68,0.4750913977622986,0.0,0.0,0.7228107452392578,0.0,0.0,1.0
69,0.47782450914382935,0.0,0.0,0.6809501647949219,0.0,0.0,1.0
70,0.4769119918346405,0.0,0.0,0.7357769012451172,0.0,0.0,1.0
71,0.47499316930770874,0.0,0.0,0.8084068298339844,0.0,0.0,1.0
72,0.47269874811172485,0.0,0.0,0.8376560211181641,0.0,0.0,1.0
73,0.47120243310928345,0.0,0.0,0.7650051116943359,0.0,0.0,1.0
74,0.47081243991851807,0.0,0.0,0.7602024078369141,0.0,0.0,1.0
75,0.47011515498161316,0.0,0.0,0.7200603485107422,0.0,0.0,1.0
76,0.46837329864501953,0.0,0.0,0.7901077270507812,0.0,0.0,1.0
77,0.46633386611938477,0.0,0.0,0.8386726379394531,0.0,0.0,1.0
78,0.463832288980484,0.0,0.0,0.8401813507080078,0.0,0.0,1.0
79,0.4638471007347107,0.0,0.0,0.6769142150878906,0.0,0.0,1.0
80,0.4608064889907837,0.0,0.0,0.8071613311767578,0.0,0.0,1.0
81,0.4597127139568329,0.0,0.0,0.8003311157226562,0.0,0.0,1.0
82,0.4585455358028412,0.0,0.0,0.7343788146972656,0.0,0.0,1.0
83,0.4577650725841522,0.0,0.0,0.7607536315917969,0.0,0.0,1.0
84,0.45608070492744446,0.0,0.0,0.742919921875,0.0,0.0,1.0
85,0.4587459862232208,0.0,0.0,0.6398048400878906,0.0,0.0,1.0
86,0.45635518431663513,0.0,0.0,0.8419303894042969,0.0,0.0,1.0
87,0.4548964202404022,0.0,0.0,0.7726669311523438,0.0,0.0,1.0
88,0.4542429745197296,0.0,0.0,0.890106201171875,0.0,0.0,1.0
89,0.4524081349372864,0.0,0.0,0.8746356964111328,0.0,0.0,1.0
90,0.45055457949638367,0.0,0.0,0.8368320465087891,0.0,0.0,1.0
91,0.4489724040031433,0.0,0.0,0.7969856262207031,0.0,0.0,1.0
92,0.44728609919548035,0.0,0.0,0.7448024749755859,0.0,0.0,1.0
93,0.44624823331832886,0.0,0.0,0.7056312561035156,0.0,0.0,1.0
94,0.44499334692955017,0.0,0.0,0.7692985534667969,0.0,0.0,1.0
95,0.44441190361976624,0.0,0.0,0.6805152893066406,0.0,0.0,1.0
96,0.44227033853530884,0.0,0.0,0.8526744842529297,0.0,0.0,1.0
97,0.43967804312705994,0.0,0.0,0.9002151489257812,0.0,0.0,1.0
98,0.4385218620300293,0.0,0.0,0.7722873687744141,0.0,0.0,1.0
