step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,19.464823007583618,1688106782.9785397,58.26313138008118,0.009004354476928711,6.392700433731079,1.2535653114318848,85.26952958106995
