step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,20.796040296554565,1688110779.0552883,57.69559574127197,0.012001752853393555,7.193948030471802,1.2857859134674072,85.70259094238281
