step,train_loss,train_accuracy,jaccard index(JA),dice coefficient(DI),Accuracy(AC),sensitivity(SE),specificity(SP)
0,0.6949687004089355,0.0,3.98817373548022e-05,0.09078194529652574,7.97380339789777e-05,4.010952574493899e-05,0.1247328767671153
1,0.6940502524375916,0.0,0.0,0.09200060966166834,0.0,0.0,0.12499145422749504
2,0.6937277913093567,0.0,0.0,0.20660516334074158,0.0,0.0,0.24998713444261728
0,0.6930623054504395,0.0,0.0,0.09853674417340899,0.0,0.0,0.12499416190807894
1,0.6930703520774841,0.0,0.0,0.08441607226293142,0.0,0.0,0.12499569380047225
2,0.6930425763130188,0.0,0.0,0.20665815783867778,0.0,0.0,0.24999415163625519
0,0.6930487155914307,0.0,0.0,0.08353253103399723,0.0,0.0,0.12499854535718026
1,0.6929991245269775,0.0,0.0,0.0986492781524223,0.0,0.0,0.12499877539820987
2,0.6929605603218079,0.0,0.0,0.20958572858951735,0.0,0.0,0.2499965415155309
0,0.692978024482727,0.0,0.0,0.08669098569189648,0.0,0.0,0.12499825117098091
1,0.6929415464401245,0.0,0.0,0.09366907722841084,0.0,0.0,0.12499903003524852
2,0.6928787231445312,0.0,0.0,0.0,0.0,0.0,0.0
0,0.6928542852401733,0.0,0.0,0.09392938260406004,0.0,0.0,0.12499871050599098
1,0.6928297281265259,0.0,0.0,0.09633074575331163,0.0,0.0,0.12499937216529505
2,0.6928405165672302,0.0,0.0,0.17748880368210315,0.0,0.0,0.24999863341664935
