step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time
0_1,11.05728554725647,1685175070.01677,0.2719447612762451,0.00011992454528808594,0.1529557704925537,0.10175871849060059,4.831315994262695
0_2,0.39385128021240234,1685175078.9037764,0.13849806785583496,0.02460455894470215,0.15512561798095703,0.0332486629486084,5.461055755615234
0_3,0.1787879467010498,1685175084.0332673,0.1545248031616211,0.0231170654296875,0.1484215259552002,0.032701969146728516,4.356726169586182
0_4,0.16805148124694824,1685175088.7870564,0.3278539180755615,0.03849148750305176,0.21689438819885254,0.12168145179748535,5.281120538711548
