step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,19.020647764205933,1688112196.8253253,0.569603443145752,0.15999841690063477,0.05899930000305176,1.2295982837677002,13.657023429870605
