step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,20.330338716506958,2.5051612854003906,4.067074298858643,1.243612289428711,0.39256834983825684,1.0705592632293701,10.448763608932495
