step,train_loss,train_accuracy,test_loss,test_accuracy
0,2.1236155033111572,0.24288000166416168,2.0146563053131104,0.2588
1,1.9488131999969482,0.31543999910354614,1.9290844202041626,0.3149
2,1.8501704931259155,0.3504199981689453,1.7887511253356934,0.3653
3,1.799700379371643,0.36632001399993896,1.7451660633087158,0.3677
4,1.7339019775390625,0.3942199945449829,1.729730486869812,0.3779
5,1.7212966680526733,0.3977999985218048,1.676215410232544,0.3859
6,1.6734237670898438,0.41589999198913574,1.6438509225845337,0.4095
7,1.6266015768051147,0.43064001202583313,1.636035680770874,0.4295
8,1.5991837978363037,0.44106000661849976,1.6123355627059937,0.4239
9,1.5985935926437378,0.44576001167297363,1.7104613780975342,0.4006
10,1.5564734935760498,0.45886000990867615,1.5017786026000977,0.4632
11,1.559632658958435,0.454120010137558,1.525600552558899,0.4471
12,1.5072475671768188,0.47589999437332153,1.5863909721374512,0.4403
13,1.489221215248108,0.48344001173973083,1.4818955659866333,0.4566
14,1.4951703548431396,0.47986000776290894,1.4422767162322998,0.484
15,1.492369294166565,0.48118001222610474,1.4360768795013428,0.4929
16,1.4675559997558594,0.49371999502182007,1.4745581150054932,0.4645
17,1.433719515800476,0.5059599876403809,1.4389880895614624,0.4886
18,1.418141484260559,0.5097600221633911,1.4472044706344604,0.4757
19,1.402226448059082,0.5173599720001221,1.4943664073944092,0.4592
20,1.4366400241851807,0.5049399733543396,1.4378585815429688,0.474
21,1.4070922136306763,0.5151600241661072,1.376653790473938,0.5042
22,1.3918735980987549,0.5233399868011475,1.461012363433838,0.4699
23,1.37530517578125,0.5267000198364258,1.4001752138137817,0.4966
24,1.3437511920928955,0.5400199890136719,1.3483933210372925,0.524
25,1.3195891380310059,0.5483599901199341,1.3833812475204468,0.514
26,1.3125278949737549,0.5493999719619751,1.369671106338501,0.521
27,1.2986066341400146,0.5531399846076965,1.447434902191162,0.4919
28,1.2803490161895752,0.561460018157959,1.2632261514663696,0.5518
29,1.2772419452667236,0.5620999932289124,1.334519386291504,0.5297
30,1.2454097270965576,0.5735200047492981,1.2452845573425293,0.5644
31,1.284209132194519,0.5588799715042114,1.2436503171920776,0.5694
32,1.263183355331421,0.5699599981307983,1.2195378541946411,0.57
33,1.2152767181396484,0.5822799801826477,1.3453001976013184,0.5187
34,1.222402811050415,0.5848399996757507,1.2736660242080688,0.5453
35,1.260360598564148,0.5665599703788757,1.2393423318862915,0.5511
36,1.2263785600662231,0.5820599794387817,1.4359378814697266,0.4877
37,1.2375123500823975,0.582260012626648,1.277625560760498,0.5425
38,1.1916958093643188,0.5922799706459045,1.289906620979309,0.5323
39,1.2138755321502686,0.5850800275802612,1.260560393333435,0.5461
40,1.2071670293807983,0.5930600166320801,1.2130855321884155,0.5705
41,1.2002546787261963,0.5911399722099304,1.2464094161987305,0.5663
42,1.1643872261047363,0.6052799820899963,1.2047970294952393,0.5765
43,1.2055296897888184,0.590939998626709,1.2258938550949097,0.5686
44,1.1670883893966675,0.6057000160217285,1.2298152446746826,0.5598
45,1.1571882963180542,0.607200026512146,1.2587580680847168,0.5645
46,1.1712987422943115,0.6040199995040894,1.2641377449035645,0.5603
47,1.1513609886169434,0.6122400164604187,1.142316460609436,0.6005
48,1.149519920349121,0.6111599802970886,1.2352863550186157,0.5495
49,1.1228535175323486,0.6230999827384949,1.2618027925491333,0.5607
