step,train_time,quantize_time,aggregate_time,dequantize_time,elasp_time
0_1,2.868790864944458,0.18045687675476074,0.0242311954498291,0.01599907875061035,0.2210831642150879
0_2,0.14191865921020508,0.18085289001464844,0.0236663818359375,0.013774871826171875,0.21869158744812012
0_3,0.15395712852478027,0.17798590660095215,0.022388219833374023,0.015051603317260742,0.21589398384094238
0_4,0.13586688041687012,0.18043756484985352,0.023570537567138672,0.013532400131225586,0.2179276943206787
0_5,0.14789295196533203,0.17606139183044434,0.022785186767578125,0.013148307800292969,0.2124168872833252
0_6,0.13541579246520996,0.1768968105316162,0.023540258407592773,0.016416549682617188,0.21723508834838867
0_7,0.13241004943847656,0.17697381973266602,0.0231626033782959,0.013921022415161133,0.21501398086547852
0_8,0.12994933128356934,0.17696261405944824,0.023457050323486328,0.013223648071289062,0.2140357494354248
0_9,0.14119386672973633,0.17897963523864746,0.02334451675415039,0.014528989791870117,0.21724677085876465
0_10,0.13398098945617676,0.18048524856567383,0.023213863372802734,0.013296842575073242,0.21765828132629395
0_11,0.13474225997924805,0.17630314826965332,0.024330854415893555,0.014966011047363281,0.21669840812683105
0_12,0.13352298736572266,0.17629528045654297,0.02330183982849121,0.01349496841430664,0.21348857879638672
0_13,0.13230299949645996,0.17937684059143066,0.023653745651245117,0.014361858367919922,0.21779465675354004
0_14,0.1326453685760498,0.19542813301086426,0.02299213409423828,0.014443159103393555,0.23326873779296875
0_15,0.1314687728881836,0.17695403099060059,0.02303028106689453,0.013448238372802734,0.213836669921875
0_16,0.13500022888183594,0.1821918487548828,0.023458480834960938,0.014824867248535156,0.2208876609802246
0_17,0.14294672012329102,0.17928576469421387,0.023324251174926758,0.01341390609741211,0.21641206741333008
0_18,0.1382002830505371,0.177229642868042,0.024672746658325195,0.013753175735473633,0.21605587005615234
0_19,0.13761019706726074,0.17600631713867188,0.022967815399169922,0.012905597686767578,0.21226119995117188
0_20,0.14217519760131836,0.17830109596252441,0.022760868072509766,0.012902975082397461,0.21494054794311523
0_21,0.13659048080444336,0.18840980529785156,0.023870229721069336,0.013284444808959961,0.22653818130493164
0_22,0.12945175170898438,0.17589402198791504,0.02244710922241211,0.012975215911865234,0.21234393119812012
0_23,0.13314485549926758,0.17897510528564453,0.02455735206604004,0.013254642486572266,0.2178044319152832
0_24,0.1403675079345703,0.1775045394897461,0.02359294891357422,0.013943910598754883,0.2154386043548584
0_25,0.1328740119934082,0.17905759811401367,0.022221803665161133,0.013741731643676758,0.21606016159057617
0_26,0.15455317497253418,0.1812880039215088,0.023305654525756836,0.013885259628295898,0.21894454956054688
0_27,0.13214850425720215,0.1778562068939209,0.02348923683166504,0.0133819580078125,0.21573996543884277
0_28,0.13466262817382812,0.19032740592956543,0.023165225982666016,0.013579130172729492,0.22751235961914062
0_29,0.1458725929260254,0.17697572708129883,0.022370338439941406,0.013258934020996094,0.2130107879638672
0_30,0.12768888473510742,0.17636919021606445,0.035929203033447266,0.016490459442138672,0.22921967506408691
0_31,0.13160252571105957,0.19316530227661133,0.030332565307617188,0.016552448272705078,0.24115705490112305
0_32,0.12305307388305664,0.18023014068603516,0.023715734481811523,0.01353764533996582,0.2178821563720703
0_33,0.12660670280456543,0.17591357231140137,0.023641347885131836,0.014003992080688477,0.21419095993041992
0_34,0.1272578239440918,0.1783289909362793,0.023317337036132812,0.013211727142333984,0.21526002883911133
0_35,0.12644505500793457,0.18374300003051758,0.023402690887451172,0.0137481689453125,0.2212667465209961
0_36,0.12341094017028809,0.17670345306396484,0.022030115127563477,0.013358354568481445,0.21250128746032715
0_37,0.12721014022827148,0.1766369342803955,0.023466110229492188,0.013718605041503906,0.2142176628112793
0_38,0.1324150562286377,0.17751240730285645,0.022958040237426758,0.013294458389282227,0.21416616439819336
0_39,0.12590861320495605,0.17593598365783691,0.023379802703857422,0.013724803924560547,0.21343302726745605
0_40,0.17638158798217773,0.17798495292663574,0.022250890731811523,0.013329267501831055,0.21397733688354492
1_1,0.13229131698608398,0.17810964584350586,0.02337169647216797,0.014374494552612305,0.21625542640686035
1_2,0.16204428672790527,0.17519593238830566,0.025314807891845703,0.01788330078125,0.21906709671020508
1_3,0.14510345458984375,0.17960262298583984,0.0231473445892334,0.01321268081665039,0.21634817123413086
1_4,0.16476678848266602,0.17655253410339355,0.023432493209838867,0.01275324821472168,0.21312594413757324
