step,train_loss,train_accuracy,jaccard index(JA),dice coefficient(DI),Accuracy(AC),sensitivity(SE),specificity(SP)
0,0.70661461353302,0.5209064483642578,0.017030795316657528,0.5209064483642578,0.030597751233182417,0.01948935848819331,0.8417953558594675
1,0.702661395072937,0.6057853698730469,0.00020977968686818115,0.6906642913818359,0.00033914426125168336,0.00021108260078291216,0.9907290883910886
2,0.6303808093070984,0.6665814518928528,0.0,0.7881736755371094,0.0,0.0,1.0
3,0.6329085826873779,0.6849064826965332,0.0,0.7398815155029297,0.0,0.0,1.0
4,0.5907940864562988,0.7091949582099915,0.0,0.8063488006591797,0.0,0.0,1.0
5,0.5994967818260193,0.7201659083366394,0.0,0.7750205993652344,0.0,0.0,1.0
6,0.6079760193824768,0.7412785291671753,0.0,0.8679542541503906,0.0,0.0,1.0
