step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,20.620391368865967,3.298901081085205,4.443958282470703,1.2225797176361084,0.4029998779296875,1.2565841674804688,12.077939987182617
