step,train_time,aggregate_time,elapsed time
0_1,0.7347047328948975,0.0006344318389892578,0.5286734104156494
0_2,0.06047511100769043,0.0005896091461181641,0.005056142807006836
0_3,0.054872989654541016,0.0006194114685058594,0.004688262939453125
0_4,0.053472042083740234,0.000690460205078125,0.0047626495361328125
0_5,0.05380725860595703,0.0007169246673583984,0.005110025405883789
0_6,0.05293464660644531,0.0006437301635742188,0.004834651947021484
0_7,0.05322837829589844,0.0007092952728271484,0.004788637161254883
0_8,0.053076744079589844,0.0007836818695068359,0.004815101623535156
0_9,0.056702375411987305,0.0006105899810791016,0.004685878753662109
0_10,0.06473946571350098,0.0008578300476074219,0.004648685455322266
0_11,0.053749799728393555,0.0008432865142822266,0.0045316219329833984
0_12,0.05334281921386719,0.0007410049438476562,0.004453420639038086
0_13,0.05482053756713867,0.0006651878356933594,0.005755424499511719
0_14,0.05827498435974121,0.0006167888641357422,0.005681037902832031
0_15,0.05568408966064453,0.0007040500640869141,0.004767417907714844
0_16,0.0596470832824707,0.0007836818695068359,0.004883766174316406
0_17,0.05376029014587402,0.0006346702575683594,0.004844188690185547
0_18,0.054427385330200195,0.0006310939788818359,0.0047266483306884766
0_19,0.055913448333740234,0.0006413459777832031,0.0048999786376953125
0_20,0.07205939292907715,0.0010082721710205078,0.005006313323974609
0_21,0.05396008491516113,0.0006537437438964844,0.004710197448730469
0_22,0.054810523986816406,0.0009095668792724609,0.004850149154663086
0_23,0.05910992622375488,0.0008363723754882812,0.005257129669189453
0_24,0.0538783073425293,0.000640869140625,0.004571437835693359
0_25,0.05419278144836426,0.0008211135864257812,0.0047032833099365234
0_26,0.053017616271972656,0.0007956027984619141,0.0046923160552978516
0_27,0.05340099334716797,0.0007352828979492188,0.004876375198364258
0_28,0.053984642028808594,0.0007693767547607422,0.0046918392181396484
0_29,0.06143593788146973,0.0006644725799560547,0.004798173904418945
0_30,0.0531160831451416,0.0006287097930908203,0.00452113151550293
0_31,0.05860018730163574,0.0006213188171386719,0.004519462585449219
0_32,0.05232071876525879,0.0009806156158447266,0.0048868656158447266
0_33,0.0567326545715332,0.0006418228149414062,0.004624128341674805
0_34,0.0529332160949707,0.0009136199951171875,0.0050487518310546875
0_35,0.05268096923828125,0.0006985664367675781,0.004565715789794922
0_36,0.05157971382141113,0.0006127357482910156,0.00454401969909668
0_37,0.05141806602478027,0.0008242130279541016,0.004356861114501953
0_38,0.0509791374206543,0.0007588863372802734,0.004857540130615234
0_39,0.053420305252075195,0.0008080005645751953,0.0049724578857421875
0_40,0.051535606384277344,0.0007355213165283203,0.004739284515380859
0_41,0.051752567291259766,0.0009100437164306641,0.0051784515380859375
0_42,0.05251312255859375,0.0007317066192626953,0.004354953765869141
0_43,0.051381587982177734,0.0007441043853759766,0.004367828369140625
0_44,0.052776336669921875,0.0007638931274414062,0.004884481430053711
0_45,0.05486559867858887,0.000766754150390625,0.004606485366821289
0_46,0.05270504951477051,0.0007908344268798828,0.004828929901123047
0_47,0.05173945426940918,0.00064849853515625,0.004401445388793945
1_1,0.07921481132507324,0.0007500648498535156,0.00438690185546875
1_2,0.05409049987792969,0.0006747245788574219,0.004295825958251953
1_3,0.05333709716796875,0.0009756088256835938,0.006211280822753906
1_4,0.05759453773498535,0.0007371902465820312,0.0043792724609375
1_5,0.05646014213562012,0.0008039474487304688,0.0066263675689697266
1_6,0.05850815773010254,0.0006299018859863281,0.004606008529663086
1_7,0.05251717567443848,0.0006382465362548828,0.004534482955932617
1_8,0.053702354431152344,0.0009233951568603516,0.0049495697021484375
1_9,0.06144404411315918,0.0015835762023925781,0.005495309829711914
1_10,0.0547330379486084,0.0006105899810791016,0.0046803951263427734
1_11,0.05331540107727051,0.0009565353393554688,0.005131721496582031
1_12,0.05608797073364258,0.0007574558258056641,0.004984855651855469
1_13,0.0521855354309082,0.000762939453125,0.004736423492431641
1_14,0.05358529090881348,0.0007410049438476562,0.004591703414916992
1_15,0.05929136276245117,0.0007548332214355469,0.0043756961822509766
1_16,0.0523676872253418,0.0008559226989746094,0.0045702457427978516
1_17,0.05210256576538086,0.0007185935974121094,0.004240751266479492
1_18,0.052365779876708984,0.0008819103240966797,0.004433631896972656
1_19,0.05128669738769531,0.0007433891296386719,0.004366874694824219
1_20,0.056374311447143555,0.0008153915405273438,0.004437923431396484
1_21,0.05241060256958008,0.0007023811340332031,0.004233598709106445
1_22,0.05448579788208008,0.0006818771362304688,0.004317760467529297
1_23,0.053917884826660156,0.0007669925689697266,0.0043561458587646484
1_24,0.0544743537902832,0.0007100105285644531,0.004411220550537109
1_25,0.05213522911071777,0.0008165836334228516,0.004402875900268555
1_26,0.05223369598388672,0.0008325576782226562,0.0046215057373046875
