step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,21.344817399978638,3.001455307006836,4.447756290435791,1.276620864868164,0.4030003547668457,1.2010490894317627,11.609458684921265
