step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time,elapsed time
0_1,20.65981388092041,1688112314.2175186,0.6112213134765625,0.18716120719909668,0.05699944496154785,1.232058048248291,17.450206756591797
