step,train_loss,train_accuracy,test_loss,test_accuracy
0,2.1764378547668457,0.22737999260425568,2.086387872695923,0.2452
1,2.007176160812378,0.2970399856567383,1.9707131385803223,0.2893
2,1.9050935506820679,0.337119996547699,1.877443790435791,0.3117
3,1.8370914459228516,0.36052000522613525,1.8072500228881836,0.3636
4,1.780017614364624,0.3812200129032135,1.805383563041687,0.3659
5,1.7368987798690796,0.3980199992656708,1.7127853631973267,0.3929
6,1.692159652709961,0.41196000576019287,1.670637845993042,0.3878
7,1.6711475849151611,0.4182400107383728,1.7292933464050293,0.3792
8,1.6107499599456787,0.43950000405311584,1.7618919610977173,0.3677
9,1.6238933801651,0.4386399984359741,1.6637192964553833,0.4035
10,1.60477614402771,0.44246000051498413,1.5336568355560303,0.4471
11,1.5597862005233765,0.45767998695373535,1.5736818313598633,0.4411
12,1.5408316850662231,0.46303999423980713,1.5426928997039795,0.4487
13,1.527153491973877,0.468860000371933,1.4720245599746704,0.4797
14,1.497819185256958,0.479779988527298,1.5193326473236084,0.4634
