step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time
0_1,2.1654019355773926,0.3061947822570801,0.055556535720825195,0.01799941062927246,0.0059964656829833984,0.017002105712890625,0.40375208854675293
0_2,2.214421510696411,0.30259251594543457,0.056998252868652344,0.015998125076293945,0.005000591278076172,0.018000125885009766,0.4005911350250244
0_3,2.199162006378174,0.2870204448699951,0.05899930000305176,0.0203707218170166,0.004998207092285156,0.016999483108520508,0.39038610458374023
0_4,2.230705499649048,0.34208226203918457,0.06327390670776367,0.020003557205200195,0.005998134613037109,0.01782846450805664,0.45018577575683594
0_5,2.127098560333252,0.29500269889831543,0.0579981803894043,0.021620512008666992,0.006999492645263672,0.017998456954956055,0.400620698928833
0_6,2.3706698417663574,0.3236057758331299,0.05899858474731445,0.021002769470214844,0.007997512817382812,0.01800060272216797,0.4326009750366211
0_7,2.289689779281616,0.3249998092651367,0.0540008544921875,0.017244338989257812,0.0070018768310546875,0.021997451782226562,0.4252443313598633
0_8,2.366132974624634,0.33660006523132324,0.06499505043029785,0.01899862289428711,0.010000944137573242,0.018000364303588867,0.4485950469970703
0_9,2.4536824226379395,0.33099818229675293,0.06200003623962402,0.017000436782836914,0.0070018768310546875,0.02000141143798828,0.43899965286254883
0_10,2.0859034061431885,0.29399943351745605,0.06656956672668457,0.02500152587890625,0.00900125503540039,0.024998188018798828,0.4215726852416992
