step,train_time,quantize_time,encrypt_time,aggregate_time,decrypt_time,dequantize_time,elasp_time
0_1,4.517278671264648,1685113423.033464,2.0409247875213623,0.0012545585632324219,1.894897699356079,0.989635705947876,31.542895317077637
0_2,0.6140632629394531,1685113465.8013456,1.994192123413086,0.32985973358154297,2.2364554405212402,0.6102399826049805,34.421391248703
0_3,0.43891096115112305,1685113501.2005918,2.002972364425659,0.3328969478607178,2.2563130855560303,0.6245076656341553,32.65302634239197
0_4,0.41872286796569824,1685113535.0183277,1.9922876358032227,0.332538366317749,2.2568724155426025,0.6367881298065186,36.96573758125305
0_5,0.43299365043640137,1685113572.3932402,2.0013577938079834,0.332202672958374,2.255810022354126,0.6408367156982422,32.22704291343689
0_6,0.445497989654541,1685113604.9790463,1.9975874423980713,0.33280372619628906,2.2549633979797363,0.6445181369781494,31.294999599456787
0_7,0.43630242347717285,1685113637.172811,1.9899606704711914,0.3345038890838623,2.25372576713562,0.6462192535400391,32.333210945129395
0_8,0.43439221382141113,1685113670.0710132,2.0082390308380127,0.33151865005493164,2.2370846271514893,0.6439006328582764,31.78382182121277
0_9,0.4329676628112793,1685113702.369099,1.9812524318695068,0.33213019371032715,2.2416839599609375,0.6438939571380615,30.96796727180481
0_10,0.43680500984191895,1685113733.6981795,1.9806044101715088,0.33244752883911133,2.243283987045288,0.6631278991699219,30.53242301940918
0_11,0.4359903335571289,1685113765.187762,1.9931390285491943,0.33525586128234863,2.2657535076141357,0.6715641021728516,31.445008993148804
0_12,0.43944287300109863,1685113797.2509174,1.9890618324279785,0.3344841003417969,2.253234386444092,0.6618199348449707,31.347797632217407
0_13,0.456972599029541,1685113829.190269,1.9996073246002197,0.3334171772003174,2.253136396408081,0.6700351238250732,30.84725284576416
0_14,0.4459359645843506,1685113860.7921715,1.998326063156128,0.33562302589416504,2.2614057064056396,0.6886789798736572,31.370949506759644
0_15,0.43972182273864746,1685113892.9086144,1.988337516784668,0.33296680450439453,2.2380526065826416,0.6590449810028076,31.669662475585938
0_16,0.44835853576660156,1685113924.9414792,1.9765186309814453,0.3306996822357178,2.2306017875671387,0.6891002655029297,30.139069080352783
0_17,0.45108485221862793,1685113956.072367,1.9817471504211426,0.3319404125213623,2.2416369915008545,0.7280082702636719,30.352060079574585
0_18,0.4891171455383301,1685113987.4319105,1.9714765548706055,0.33345723152160645,2.2376716136932373,0.6845180988311768,30.905141830444336
0_19,0.4411303997039795,1685114018.7963562,2.0623044967651367,0.3507969379425049,2.3416175842285156,0.7772302627563477,32.53784799575806
0_20,0.49518847465515137,1685114052.652412,2.028184175491333,0.33951854705810547,2.306976318359375,0.7764489650726318,36.54332113265991
0_21,0.4861149787902832,1685114090.101009,2.0477941036224365,0.3474001884460449,2.3211278915405273,0.79058837890625,33.75915765762329
0_22,0.5068273544311523,1685114124.391128,2.0382959842681885,0.3418569564819336,2.358358383178711,0.6712751388549805,40.779603719711304
0_23,0.4340486526489258,1685114165.1704838,1.9568040370941162,0.3356947898864746,2.2260196208953857,0.6647427082061768,29.989869356155396
0_24,0.43373703956604004,1685114196.002825,1.9537389278411865,0.33063530921936035,2.2259914875030518,0.6546800136566162,29.331799745559692
0_25,0.44379568099975586,1685114226.041969,1.968057632446289,0.33412623405456543,2.230123281478882,0.6653988361358643,29.603737592697144
0_26,0.45200562477111816,1685114256.2400155,1.9588735103607178,0.3297908306121826,2.2107484340667725,0.6593677997589111,29.27254366874695
0_27,0.435319185256958,1685114286.4069002,1.957136869430542,0.3317232131958008,2.2322638034820557,0.7771220207214355,29.835860013961792
0_28,0.4783451557159424,1685114317.1408107,2.066199541091919,0.3644113540649414,2.310431957244873,0.801886796951294,32.375739097595215
0_29,0.4895946979522705,1685114350.4497616,1.9587621688842773,0.33100271224975586,2.2079784870147705,0.676724910736084,29.541921377182007
0_30,0.45638108253479004,1685114380.5700424,1.9394259452819824,0.3306128978729248,2.2117085456848145,0.7855045795440674,29.62393593788147
0_31,0.4934532642364502,1685114411.7428353,2.05033016204834,0.3878202438354492,2.2842955589294434,0.6776421070098877,33.18773913383484
